kecamatan,wilayah_kota,target_perkecamatan,target_harian_perkecamatan,date,Cakupan Suntik 1,Keterangan,Cakupan Suntik 2
Pulo Gadung,Jakarta Timur,250436,2779,19 June 2021,1079,Tidak Tercapai,1
Kembangan,Jakarta Barat,243825,2686,19 June 2021,556,Tidak Tercapai,2
Cipayung,Jakarta Timur,232520,2658,19 June 2021,1387,Tidak Tercapai,5
Tambora,Jakarta Barat,221310,2565,19 June 2021,481,Tidak Tercapai,12
Pesanggrahan,Jakarta Selatan,212090,2378,19 June 2021,567,Tidak Tercapai,1
Kemayoran,Jakarta Pusat,206657,2364,19 June 2021,1861,Tidak Tercapai,1
Tebet,Jakarta Selatan,196217,2177,19 June 2021,139,Tidak Tercapai,0
Grogol Petamburan,Jakarta Barat,196274,2095,19 June 2021,1428,Tidak Tercapai,15
Palmerah,Jakarta Barat,186632,2077,19 June 2021,853,Tidak Tercapai,7
Pasar Rebo,Jakarta Timur,187522,2071,19 June 2021,1245,Tidak Tercapai,4
Cilandak,Jakarta Selatan,184665,2047,19 June 2021,1560,Tidak Tercapai,5
Makasar,Jakarta Timur,178873,1927,19 June 2021,606,Tidak Tercapai,13
Matraman,Jakarta Timur,154999,1745,19 June 2021,1156,Tidak Tercapai,2
Tanah Abang,Jakarta Pusat,142258,1647,19 June 2021,831,Tidak Tercapai,3
Pancoran,Jakarta Selatan,142268,1612,19 June 2021,3669,Tercapai,1
Pademangan,Jakarta Utara,135923,1492,19 June 2021,466,Tidak Tercapai,3
Mampang Prapatan,Jakarta Selatan,128433,1483,19 June 2021,51,Tidak Tercapai,8
Kebayoran Baru,Jakarta Selatan,129072,1342,19 June 2021,2739,Tercapai,67
Taman Sari,Jakarta Barat,107037,1149,19 June 2021,347,Tidak Tercapai,5
Sawah Besar,Jakarta Pusat,102381,1120,19 June 2021,155,Tidak Tercapai,1
Kelapa Gading,Jakarta Utara,119285,1114,19 June 2021,1256,Tercapai,30
Johar Baru,Jakarta Pusat,114661,1102,19 June 2021,725,Tidak Tercapai,0
Senen,Jakarta Pusat,104180,1099,19 June 2021,496,Tidak Tercapai,3
Setia Budi,Jakarta Selatan,96032,1019,19 June 2021,226,Tidak Tercapai,0
Cempaka Putih,Jakarta Pusat,82144,893,19 June 2021,490,Tidak Tercapai,0
Gambir,Jakarta Pusat,79504,879,19 June 2021,528,Tidak Tercapai,42
Menteng,Jakarta Pusat,73752,770,19 June 2021,1009,Tercapai,0
Kep. Seribu Utara,Kepulauan Seribu,13038,122,19 June 2021,8,Tidak Tercapai,0
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,19 June 2021,138,Tercapai,0
Cakung,Jakarta Timur,451298,5333,20 June 2021,137,Tidak Tercapai,1
Cengkareng,Jakarta Barat,456111,5041,20 June 2021,2318,Tidak Tercapai,0
Kali Deres,Jakarta Barat,356818,4295,20 June 2021,801,Tidak Tercapai,0
Cilincing,Jakarta Utara,340707,4073,20 June 2021,528,Tidak Tercapai,0
Duren Sawit,Jakarta Timur,358527,4006,20 June 2021,363,Tidak Tercapai,0
Tanjung Priok,Jakarta Utara,333750,3728,20 June 2021,22,Tidak Tercapai,4
Jagakarsa,Jakarta Selatan,291101,3291,20 June 2021,25,Tidak Tercapai,1
Kebon Jeruk,Jakarta Barat,290818,3285,20 June 2021,0,Tidak Tercapai,1
Koja,Jakarta Utara,270619,3253,20 June 2021,2,Tidak Tercapai,0
Kebayoran Lama,Jakarta Selatan,266485,3018,20 June 2021,204,Tidak Tercapai,0
Jatinegara,Jakarta Timur,262190,3010,20 June 2021,330,Tidak Tercapai,0
Kramat Jati,Jakarta Timur,252661,2939,20 June 2021,33,Tidak Tercapai,0
Pasar Minggu,Jakarta Selatan,266638,2937,20 June 2021,2,Tidak Tercapai,0
Penjaringan,Jakarta Utara,259380,2860,20 June 2021,793,Tidak Tercapai,1
Ciracas,Jakarta Timur,252861,2800,20 June 2021,473,Tidak Tercapai,4
Pulo Gadung,Jakarta Timur,250436,2779,20 June 2021,55,Tidak Tercapai,0
Kembangan,Jakarta Barat,243825,2686,20 June 2021,0,Tidak Tercapai,0
Cipayung,Jakarta Timur,232520,2658,20 June 2021,173,Tidak Tercapai,12
Tambora,Jakarta Barat,221310,2565,20 June 2021,337,Tidak Tercapai,1
Pesanggrahan,Jakarta Selatan,212090,2378,20 June 2021,88,Tidak Tercapai,0
Kemayoran,Jakarta Pusat,206657,2364,20 June 2021,167,Tidak Tercapai,1
Tebet,Jakarta Selatan,196217,2177,20 June 2021,0,Tidak Tercapai,0
Grogol Petamburan,Jakarta Barat,196274,2095,20 June 2021,1300,Tidak Tercapai,3
Palmerah,Jakarta Barat,186632,2077,20 June 2021,1713,Tidak Tercapai,0
Pasar Rebo,Jakarta Timur,187522,2071,20 June 2021,316,Tidak Tercapai,0
Cilandak,Jakarta Selatan,184665,2047,20 June 2021,1247,Tidak Tercapai,0
Makasar,Jakarta Timur,178873,1927,20 June 2021,682,Tidak Tercapai,1
Matraman,Jakarta Timur,154999,1745,20 June 2021,185,Tidak Tercapai,0
Tanah Abang,Jakarta Pusat,142258,1647,20 June 2021,0,Tidak Tercapai,0
Pancoran,Jakarta Selatan,142268,1612,20 June 2021,1,Tidak Tercapai,0
Pademangan,Jakarta Utara,135923,1492,20 June 2021,0,Tidak Tercapai,0
Mampang Prapatan,Jakarta Selatan,128433,1483,20 June 2021,0,Tidak Tercapai,3
Kebayoran Baru,Jakarta Selatan,129072,1342,20 June 2021,1294,Tidak Tercapai,7
Taman Sari,Jakarta Barat,107037,1149,20 June 2021,0,Tidak Tercapai,1
Sawah Besar,Jakarta Pusat,102381,1120,20 June 2021,0,Tidak Tercapai,0
Kelapa Gading,Jakarta Utara,119285,1114,20 June 2021,110,Tidak Tercapai,1
Johar Baru,Jakarta Pusat,114661,1102,20 June 2021,0,Tidak Tercapai,0
Senen,Jakarta Pusat,104180,1099,20 June 2021,484,Tidak Tercapai,3
Setia Budi,Jakarta Selatan,96032,1019,20 June 2021,0,Tidak Tercapai,0
Cempaka Putih,Jakarta Pusat,82144,893,20 June 2021,0,Tidak Tercapai,0
Gambir,Jakarta Pusat,79504,879,20 June 2021,110,Tidak Tercapai,31
Menteng,Jakarta Pusat,73752,770,20 June 2021,0,Tidak Tercapai,0
Kep. Seribu Utara,Kepulauan Seribu,13038,122,20 June 2021,176,Tercapai,5
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,20 June 2021,232,Tercapai,9
Cakung,Jakarta Timur,451298,5333,21 June 2021,4002,Tidak Tercapai,15
Cengkareng,Jakarta Barat,456111,5041,21 June 2021,3075,Tidak Tercapai,0
Kali Deres,Jakarta Barat,356818,4295,21 June 2021,3112,Tidak Tercapai,4
Cilincing,Jakarta Utara,340707,4073,21 June 2021,2464,Tidak Tercapai,1
Duren Sawit,Jakarta Timur,358527,4006,21 June 2021,2311,Tidak Tercapai,67
Tanjung Priok,Jakarta Utara,333750,3728,21 June 2021,5031,Tercapai,108
Jagakarsa,Jakarta Selatan,291101,3291,21 June 2021,2436,Tidak Tercapai,22
Kebon Jeruk,Jakarta Barat,290818,3285,21 June 2021,3341,Tercapai,62
Koja,Jakarta Utara,270619,3253,21 June 2021,2514,Tidak Tercapai,12
Kebayoran Lama,Jakarta Selatan,266485,3018,21 June 2021,1800,Tidak Tercapai,40
Jatinegara,Jakarta Timur,262190,3010,21 June 2021,2107,Tidak Tercapai,25
Kramat Jati,Jakarta Timur,252661,2939,21 June 2021,2333,Tidak Tercapai,222
Pasar Minggu,Jakarta Selatan,266638,2937,21 June 2021,2105,Tidak Tercapai,61
Penjaringan,Jakarta Utara,259380,2860,21 June 2021,4264,Tercapai,1
Ciracas,Jakarta Timur,252861,2800,21 June 2021,1583,Tidak Tercapai,20
Pulo Gadung,Jakarta Timur,250436,2779,21 June 2021,2216,Tidak Tercapai,70
Kembangan,Jakarta Barat,243825,2686,21 June 2021,1662,Tidak Tercapai,20
Cipayung,Jakarta Timur,232520,2658,21 June 2021,1675,Tidak Tercapai,112
Tambora,Jakarta Barat,221310,2565,21 June 2021,1937,Tidak Tercapai,27
Pesanggrahan,Jakarta Selatan,212090,2378,21 June 2021,2686,Tercapai,46
Kemayoran,Jakarta Pusat,206657,2364,21 June 2021,4894,Tercapai,8
Tebet,Jakarta Selatan,196217,2177,21 June 2021,3024,Tercapai,18
Grogol Petamburan,Jakarta Barat,196274,2095,21 June 2021,3545,Tercapai,23
Palmerah,Jakarta Barat,186632,2077,21 June 2021,3306,Tercapai,32
Pasar Rebo,Jakarta Timur,187522,2071,21 June 2021,2387,Tercapai,49
Cilandak,Jakarta Selatan,184665,2047,21 June 2021,3609,Tercapai,11
Makasar,Jakarta Timur,178873,1927,21 June 2021,1827,Tidak Tercapai,201
Matraman,Jakarta Timur,154999,1745,21 June 2021,1633,Tidak Tercapai,38
Tanah Abang,Jakarta Pusat,142258,1647,21 June 2021,1698,Tercapai,22
Pancoran,Jakarta Selatan,142268,1612,21 June 2021,4938,Tercapai,9
Pademangan,Jakarta Utara,135923,1492,21 June 2021,1757,Tercapai,12
Mampang Prapatan,Jakarta Selatan,128433,1483,21 June 2021,1239,Tidak Tercapai,14
Kebayoran Baru,Jakarta Selatan,129072,1342,21 June 2021,5594,Tercapai,287
Taman Sari,Jakarta Barat,107037,1149,21 June 2021,1037,Tidak Tercapai,0
Sawah Besar,Jakarta Pusat,102381,1120,21 June 2021,1797,Tercapai,47
Kelapa Gading,Jakarta Utara,119285,1114,21 June 2021,3496,Tercapai,24
Johar Baru,Jakarta Pusat,114661,1102,21 June 2021,1412,Tercapai,9
Senen,Jakarta Pusat,104180,1099,21 June 2021,2018,Tercapai,127
Setia Budi,Jakarta Selatan,96032,1019,21 June 2021,2518,Tercapai,13
Cempaka Putih,Jakarta Pusat,82144,893,21 June 2021,789,Tidak Tercapai,8
Gambir,Jakarta Pusat,79504,879,21 June 2021,1603,Tercapai,128
Menteng,Jakarta Pusat,73752,770,21 June 2021,2320,Tercapai,31
Kep. Seribu Utara,Kepulauan Seribu,13038,122,21 June 2021,340,Tercapai,15
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,21 June 2021,348,Tercapai,2
Cakung,Jakarta Timur,451298,5333,22 June 2021,1011,Tidak Tercapai,74
Cengkareng,Jakarta Barat,456111,5041,22 June 2021,1814,Tidak Tercapai,24
Kali Deres,Jakarta Barat,356818,4295,22 June 2021,2946,Tidak Tercapai,3
Cilincing,Jakarta Utara,340707,4073,22 June 2021,851,Tidak Tercapai,20
Duren Sawit,Jakarta Timur,358527,4006,22 June 2021,934,Tidak Tercapai,34
Tanjung Priok,Jakarta Utara,333750,3728,22 June 2021,3245,Tidak Tercapai,43
Jagakarsa,Jakarta Selatan,291101,3291,22 June 2021,1516,Tidak Tercapai,32
Kebon Jeruk,Jakarta Barat,290818,3285,22 June 2021,1937,Tidak Tercapai,59
Koja,Jakarta Utara,270619,3253,22 June 2021,1111,Tidak Tercapai,25
Kebayoran Lama,Jakarta Selatan,266485,3018,22 June 2021,2263,Tidak Tercapai,145
Jatinegara,Jakarta Timur,262190,3010,22 June 2021,1070,Tidak Tercapai,55
Kramat Jati,Jakarta Timur,252661,2939,22 June 2021,737,Tidak Tercapai,215
Pasar Minggu,Jakarta Selatan,266638,2937,22 June 2021,2942,Tercapai,63
Penjaringan,Jakarta Utara,259380,2860,22 June 2021,2994,Tercapai,23
Ciracas,Jakarta Timur,252861,2800,22 June 2021,665,Tidak Tercapai,45
Pulo Gadung,Jakarta Timur,250436,2779,22 June 2021,1264,Tidak Tercapai,75
Kembangan,Jakarta Barat,243825,2686,22 June 2021,1129,Tidak Tercapai,8
Cipayung,Jakarta Timur,232520,2658,22 June 2021,1373,Tidak Tercapai,100
Tambora,Jakarta Barat,221310,2565,22 June 2021,1141,Tidak Tercapai,30
Pesanggrahan,Jakarta Selatan,212090,2378,22 June 2021,954,Tidak Tercapai,27
Kemayoran,Jakarta Pusat,206657,2364,22 June 2021,2858,Tercapai,77
Tebet,Jakarta Selatan,196217,2177,22 June 2021,2648,Tercapai,29
Grogol Petamburan,Jakarta Barat,196274,2095,22 June 2021,2666,Tercapai,28
Palmerah,Jakarta Barat,186632,2077,22 June 2021,1854,Tidak Tercapai,55
Pasar Rebo,Jakarta Timur,187522,2071,22 June 2021,815,Tidak Tercapai,55
Cilandak,Jakarta Selatan,184665,2047,22 June 2021,2754,Tercapai,14
Makasar,Jakarta Timur,178873,1927,22 June 2021,1427,Tidak Tercapai,114
Matraman,Jakarta Timur,154999,1745,22 June 2021,965,Tidak Tercapai,32
Tanah Abang,Jakarta Pusat,142258,1647,22 June 2021,1066,Tidak Tercapai,6
Pancoran,Jakarta Selatan,142268,1612,22 June 2021,3732,Tercapai,21
Pademangan,Jakarta Utara,135923,1492,22 June 2021,721,Tidak Tercapai,19
Mampang Prapatan,Jakarta Selatan,128433,1483,22 June 2021,1435,Tidak Tercapai,22
Kebayoran Baru,Jakarta Selatan,129072,1342,22 June 2021,5847,Tercapai,344
Taman Sari,Jakarta Barat,107037,1149,22 June 2021,735,Tidak Tercapai,2
Sawah Besar,Jakarta Pusat,102381,1120,22 June 2021,1158,Tercapai,16
Kelapa Gading,Jakarta Utara,119285,1114,22 June 2021,2068,Tercapai,45
Johar Baru,Jakarta Pusat,114661,1102,22 June 2021,1271,Tercapai,13
Senen,Jakarta Pusat,104180,1099,22 June 2021,1640,Tercapai,84
Setia Budi,Jakarta Selatan,96032,1019,22 June 2021,2762,Tercapai,22
Cempaka Putih,Jakarta Pusat,82144,893,22 June 2021,606,Tidak Tercapai,4
Gambir,Jakarta Pusat,79504,879,22 June 2021,1174,Tercapai,216
Menteng,Jakarta Pusat,73752,770,22 June 2021,1894,Tercapai,43
Kep. Seribu Utara,Kepulauan Seribu,13038,122,22 June 2021,802,Tercapai,43
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,22 June 2021,376,Tercapai,36
Cakung,Jakarta Timur,451298,5333,23 June 2021,3461,Tidak Tercapai,28
Cengkareng,Jakarta Barat,456111,5041,23 June 2021,5686,Tercapai,9
Kali Deres,Jakarta Barat,356818,4295,23 June 2021,3616,Tidak Tercapai,4
Cilincing,Jakarta Utara,340707,4073,23 June 2021,5691,Tercapai,2
Duren Sawit,Jakarta Timur,358527,4006,23 June 2021,4618,Tercapai,20
Tanjung Priok,Jakarta Utara,333750,3728,23 June 2021,7475,Tercapai,64
Jagakarsa,Jakarta Selatan,291101,3291,23 June 2021,4073,Tercapai,26
Kebon Jeruk,Jakarta Barat,290818,3285,23 June 2021,4794,Tercapai,21
Koja,Jakarta Utara,270619,3253,23 June 2021,3307,Tercapai,10
Kebayoran Lama,Jakarta Selatan,266485,3018,23 June 2021,1810,Tidak Tercapai,33
Jatinegara,Jakarta Timur,262190,3010,23 June 2021,3034,Tercapai,16
Kramat Jati,Jakarta Timur,252661,2939,23 June 2021,2557,Tidak Tercapai,53
Pasar Minggu,Jakarta Selatan,266638,2937,23 June 2021,3633,Tercapai,37
Penjaringan,Jakarta Utara,259380,2860,23 June 2021,6260,Tercapai,32
Ciracas,Jakarta Timur,252861,2800,23 June 2021,2680,Tidak Tercapai,11
Pulo Gadung,Jakarta Timur,250436,2779,23 June 2021,4571,Tercapai,11
Kembangan,Jakarta Barat,243825,2686,23 June 2021,3212,Tercapai,7
Cipayung,Jakarta Timur,232520,2658,23 June 2021,3477,Tercapai,861
Tambora,Jakarta Barat,221310,2565,23 June 2021,3565,Tercapai,18
Pesanggrahan,Jakarta Selatan,212090,2378,23 June 2021,2528,Tercapai,13
Kemayoran,Jakarta Pusat,206657,2364,23 June 2021,6604,Tercapai,13
Tebet,Jakarta Selatan,196217,2177,23 June 2021,3192,Tercapai,35
Grogol Petamburan,Jakarta Barat,196274,2095,23 June 2021,4860,Tercapai,29
Palmerah,Jakarta Barat,186632,2077,23 June 2021,4083,Tercapai,42
Pasar Rebo,Jakarta Timur,187522,2071,23 June 2021,3072,Tercapai,23
Cilandak,Jakarta Selatan,184665,2047,23 June 2021,4858,Tercapai,5
Makasar,Jakarta Timur,178873,1927,23 June 2021,3627,Tercapai,313
Matraman,Jakarta Timur,154999,1745,23 June 2021,2160,Tercapai,13
Tanah Abang,Jakarta Pusat,142258,1647,23 June 2021,2447,Tercapai,46
Pancoran,Jakarta Selatan,142268,1612,23 June 2021,5930,Tercapai,18
Pademangan,Jakarta Utara,135923,1492,23 June 2021,3213,Tercapai,17
Mampang Prapatan,Jakarta Selatan,128433,1483,23 June 2021,1237,Tidak Tercapai,5
Kebayoran Baru,Jakarta Selatan,129072,1342,23 June 2021,6855,Tercapai,284
Taman Sari,Jakarta Barat,107037,1149,23 June 2021,1681,Tercapai,4
Sawah Besar,Jakarta Pusat,102381,1120,23 June 2021,2207,Tercapai,13
Kelapa Gading,Jakarta Utara,119285,1114,23 June 2021,4708,Tercapai,4
Johar Baru,Jakarta Pusat,114661,1102,23 June 2021,1419,Tercapai,4
Senen,Jakarta Pusat,104180,1099,23 June 2021,1992,Tercapai,38
Setia Budi,Jakarta Selatan,96032,1019,23 June 2021,3268,Tercapai,19
Cempaka Putih,Jakarta Pusat,82144,893,23 June 2021,870,Tidak Tercapai,42
Gambir,Jakarta Pusat,79504,879,23 June 2021,2257,Tercapai,164
Menteng,Jakarta Pusat,73752,770,23 June 2021,4088,Tercapai,12
Kep. Seribu Utara,Kepulauan Seribu,13038,122,23 June 2021,1435,Tercapai,24
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,23 June 2021,371,Tercapai,25
Cakung,Jakarta Timur,451298,5333,24 June 2021,2517,Tidak Tercapai,19
Cengkareng,Jakarta Barat,456111,5041,24 June 2021,3770,Tidak Tercapai,19
Kali Deres,Jakarta Barat,356818,4295,24 June 2021,3972,Tidak Tercapai,26
Cilincing,Jakarta Utara,340707,4073,24 June 2021,3020,Tidak Tercapai,15
Duren Sawit,Jakarta Timur,358527,4006,24 June 2021,3169,Tidak Tercapai,582
Tanjung Priok,Jakarta Utara,333750,3728,24 June 2021,4713,Tercapai,22
Jagakarsa,Jakarta Selatan,291101,3291,24 June 2021,3082,Tidak Tercapai,105
Kebon Jeruk,Jakarta Barat,290818,3285,24 June 2021,4170,Tercapai,86
Koja,Jakarta Utara,270619,3253,24 June 2021,1549,Tidak Tercapai,42
Kebayoran Lama,Jakarta Selatan,266485,3018,24 June 2021,1992,Tidak Tercapai,18
Jatinegara,Jakarta Timur,262190,3010,24 June 2021,2292,Tidak Tercapai,37
Kramat Jati,Jakarta Timur,252661,2939,24 June 2021,1676,Tidak Tercapai,46
Pasar Minggu,Jakarta Selatan,266638,2937,24 June 2021,3811,Tercapai,242
Penjaringan,Jakarta Utara,259380,2860,24 June 2021,5834,Tercapai,11
Ciracas,Jakarta Timur,252861,2800,24 June 2021,1760,Tidak Tercapai,50
Pulo Gadung,Jakarta Timur,250436,2779,24 June 2021,3279,Tercapai,126
Kembangan,Jakarta Barat,243825,2686,24 June 2021,2177,Tidak Tercapai,20
Cipayung,Jakarta Timur,232520,2658,24 June 2021,2620,Tidak Tercapai,158
Tambora,Jakarta Barat,221310,2565,24 June 2021,2236,Tidak Tercapai,18
Pesanggrahan,Jakarta Selatan,212090,2378,24 June 2021,2650,Tercapai,27
Kemayoran,Jakarta Pusat,206657,2364,24 June 2021,5297,Tercapai,1
Tebet,Jakarta Selatan,196217,2177,24 June 2021,2395,Tercapai,14
Grogol Petamburan,Jakarta Barat,196274,2095,24 June 2021,3584,Tercapai,21
Palmerah,Jakarta Barat,186632,2077,24 June 2021,2221,Tercapai,3
Pasar Rebo,Jakarta Timur,187522,2071,24 June 2021,2320,Tercapai,18
Cilandak,Jakarta Selatan,184665,2047,24 June 2021,4118,Tercapai,21
Makasar,Jakarta Timur,178873,1927,24 June 2021,2681,Tercapai,29
Matraman,Jakarta Timur,154999,1745,24 June 2021,2144,Tercapai,8
Tanah Abang,Jakarta Pusat,142258,1647,24 June 2021,2965,Tercapai,188
Pancoran,Jakarta Selatan,142268,1612,24 June 2021,5683,Tercapai,57
Pademangan,Jakarta Utara,135923,1492,24 June 2021,2176,Tercapai,14
Mampang Prapatan,Jakarta Selatan,128433,1483,24 June 2021,1141,Tidak Tercapai,34
Kebayoran Baru,Jakarta Selatan,129072,1342,24 June 2021,9679,Tercapai,34
Taman Sari,Jakarta Barat,107037,1149,24 June 2021,1300,Tercapai,20
Sawah Besar,Jakarta Pusat,102381,1120,24 June 2021,2345,Tercapai,21
Kelapa Gading,Jakarta Utara,119285,1114,24 June 2021,3617,Tercapai,62
Johar Baru,Jakarta Pusat,114661,1102,24 June 2021,1462,Tercapai,13
Senen,Jakarta Pusat,104180,1099,24 June 2021,1360,Tercapai,15
Setia Budi,Jakarta Selatan,96032,1019,24 June 2021,3360,Tercapai,38
Cempaka Putih,Jakarta Pusat,82144,893,24 June 2021,848,Tidak Tercapai,28
Gambir,Jakarta Pusat,79504,879,24 June 2021,2497,Tercapai,126
Menteng,Jakarta Pusat,73752,770,24 June 2021,2875,Tercapai,4
Kep. Seribu Utara,Kepulauan Seribu,13038,122,24 June 2021,235,Tercapai,11
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,24 June 2021,251,Tercapai,6
Cakung,Jakarta Timur,451298,5333,25 June 2021,3113,Tidak Tercapai,53
Cengkareng,Jakarta Barat,456111,5041,25 June 2021,3055,Tidak Tercapai,9
Kali Deres,Jakarta Barat,356818,4295,25 June 2021,4526,Tercapai,14
Cilincing,Jakarta Utara,340707,4073,25 June 2021,3520,Tidak Tercapai,43
Duren Sawit,Jakarta Timur,358527,4006,25 June 2021,2310,Tidak Tercapai,49
Tanjung Priok,Jakarta Utara,333750,3728,25 June 2021,5283,Tercapai,54
Jagakarsa,Jakarta Selatan,291101,3291,25 June 2021,2824,Tidak Tercapai,46
Kebon Jeruk,Jakarta Barat,290818,3285,25 June 2021,4598,Tercapai,29
Koja,Jakarta Utara,270619,3253,25 June 2021,2722,Tidak Tercapai,56
Kebayoran Lama,Jakarta Selatan,266485,3018,25 June 2021,2037,Tidak Tercapai,27
Jatinegara,Jakarta Timur,262190,3010,25 June 2021,2143,Tidak Tercapai,45
Kramat Jati,Jakarta Timur,252661,2939,25 June 2021,2030,Tidak Tercapai,124
Pasar Minggu,Jakarta Selatan,266638,2937,25 June 2021,3020,Tercapai,66
Penjaringan,Jakarta Utara,259380,2860,25 June 2021,6244,Tercapai,7
Ciracas,Jakarta Timur,252861,2800,25 June 2021,2143,Tidak Tercapai,12
Pulo Gadung,Jakarta Timur,250436,2779,25 June 2021,3251,Tercapai,84
Kembangan,Jakarta Barat,243825,2686,25 June 2021,2161,Tidak Tercapai,33
Cipayung,Jakarta Timur,232520,2658,25 June 2021,3039,Tercapai,226
Tambora,Jakarta Barat,221310,2565,25 June 2021,2713,Tercapai,18
Pesanggrahan,Jakarta Selatan,212090,2378,25 June 2021,2317,Tidak Tercapai,56
Kemayoran,Jakarta Pusat,206657,2364,25 June 2021,5841,Tercapai,8
Tebet,Jakarta Selatan,196217,2177,25 June 2021,2594,Tercapai,34
Grogol Petamburan,Jakarta Barat,196274,2095,25 June 2021,4161,Tercapai,87
Palmerah,Jakarta Barat,186632,2077,25 June 2021,2274,Tercapai,22
Pasar Rebo,Jakarta Timur,187522,2071,25 June 2021,2026,Tidak Tercapai,24
Cilandak,Jakarta Selatan,184665,2047,25 June 2021,4202,Tercapai,78
Makasar,Jakarta Timur,178873,1927,25 June 2021,2534,Tercapai,68
Matraman,Jakarta Timur,154999,1745,25 June 2021,2069,Tercapai,36
Tanah Abang,Jakarta Pusat,142258,1647,25 June 2021,2880,Tercapai,36
Pancoran,Jakarta Selatan,142268,1612,25 June 2021,4863,Tercapai,31
Pademangan,Jakarta Utara,135923,1492,25 June 2021,2569,Tercapai,4
Mampang Prapatan,Jakarta Selatan,128433,1483,25 June 2021,1169,Tidak Tercapai,7
Kebayoran Baru,Jakarta Selatan,129072,1342,25 June 2021,7222,Tercapai,241
Taman Sari,Jakarta Barat,107037,1149,25 June 2021,1428,Tercapai,3
Sawah Besar,Jakarta Pusat,102381,1120,25 June 2021,2654,Tercapai,38
Kelapa Gading,Jakarta Utara,119285,1114,25 June 2021,3815,Tercapai,41
Johar Baru,Jakarta Pusat,114661,1102,25 June 2021,2185,Tercapai,19
Senen,Jakarta Pusat,104180,1099,25 June 2021,1423,Tercapai,238
Setia Budi,Jakarta Selatan,96032,1019,25 June 2021,3318,Tercapai,10
Cempaka Putih,Jakarta Pusat,82144,893,25 June 2021,1183,Tercapai,37
Gambir,Jakarta Pusat,79504,879,25 June 2021,2260,Tercapai,104
Menteng,Jakarta Pusat,73752,770,25 June 2021,2985,Tercapai,17
Kep. Seribu Utara,Kepulauan Seribu,13038,122,25 June 2021,298,Tercapai,22
Kep. Seribu Selatan,Kepulauan Seribu,9259,82,25 June 2021,226,Tercapai,8
Cakung,Jakarta Timur,451298,5333,26 June 2021,565,Tidak Tercapai,1
Cengkareng,Jakarta Barat,456111,5041,26 June 2021,2051,Tidak Tercapai,4
Kali Deres,Jakarta Barat,356818,4295,26 June 2021,1331,Tidak Tercapai,9
Cilincing,Jakarta Utara,340707,4073,26 June 2021,1159,Tidak Tercapai,5
Duren Sawit,Jakarta Timur,358527,4006,26 June 2021,1091,Tidak Tercapai,11
Tanjung Priok,Jakarta Utara,333750,3728,26 June 2021,1511,Tidak Tercapai,32
Jagakarsa,Jakarta Selatan,291101,3291,26 June 2021,481,Tidak Tercapai,12
Kebon Jeruk,Jakarta Barat,290818,3285,26 June 2021,1054,Tidak Tercapai,1
Koja,Jakarta Utara,270619,3253,26 June 2021,2586,Tidak Tercapai,17
Kebayoran Lama,Jakarta Selatan,266485,3018,26 June 2021,1201,Tidak Tercapai,1
Jatinegara,Jakarta Timur,262190,3010,26 June 2021,1374,Tidak Tercapai,7
Kramat Jati,Jakarta Timur,252661,2939,26 June 2021,898,Tidak Tercapai,8
Pasar Minggu,Jakarta Selatan,266638,2937,26 June 2021,606,Tidak Tercapai,8
Penjaringan,Jakarta Utara,259380,2860,26 June 2021,3643,Tercapai,10
